url,page_path,page_title,fluxo,posicao_pagina,elemento_clicado,tipo_elemento,possui_data_gtag,tem_ga,tipo_disparo,tid,en,ep.acao,ep.categoria,ep.rotulo
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
